step,time,mid_price,reservation_price_as,half_spread_as,u_skew,u_spr,bid,ask,inventory,cash,wealth,lambda_bid,lambda_ask,prob_bid_fill,prob_ask_fill,bid_fill,ask_fill
242,2.42,101.39467886121528,101.18484413692701,1.4711017980432493,-0.0,0.0,99.71374233888376,102.65594593497026,0,7.38496351564379,7.38496351564379,1.837378345966864,1.837378345966864,0.01820601458801374,0.01820601458801374,False,False
243,2.43,101.50638865307013,101.39467886121528,1.4691017980432495,-0.0,0.0,99.92557706317203,102.86378065925854,0,7.38496351564379,7.38496351564379,1.8410567798665443,1.8410567798665443,0.018242128566579585,0.018242128566579585,False,False
244,2.44,101.50365929471107,101.50638865307013,1.4671017980432493,-0.0,0.0,100.03928685502689,102.97349045111338,0,7.38496351564379,7.38496351564379,1.8447425779958249,1.8447425779958249,0.018278313512982813,0.018278313512982813,False,False
245,2.45,101.50124236455342,101.50365929471107,1.4651017980432495,-0.0,0.0,100.03855749666782,102.96876109275432,0,7.38496351564379,7.38496351564379,1.848435755097851,1.848435755097851,0.018314569564009564,0.018314569564009564,False,False
246,2.46,101.18854677497968,101.50124236455342,1.4631017980432492,-0.0,0.0,100.03814056651017,102.96434416259667,0,7.38496351564379,7.38496351564379,1.852136325945362,1.852136325945362,0.018350896856699883,0.018350896856699883,False,False
247,2.47,100.98409071865022,101.18854677497968,1.4611017980432495,-0.0,0.0,99.72744497693644,102.64964857302293,0,7.38496351564379,7.38496351564379,1.8558443053406728,1.8558443053406728,0.018387295528346836,0.018387295528346836,False,False
248,2.48,100.52794314957583,100.98409071865022,1.4591017980432492,-0.0,0.0,99.52498892060697,102.44319251669347,0,7.38496351564379,7.38496351564379,1.859559708115653,1.859559708115653,0.018423765716496954,0.018423765716496954,False,False
249,2.49,100.8201789229199,100.52794314957583,1.4571017980432495,-0.0,0.0,99.07084135153258,101.98504494761909,0,7.38496351564379,7.38496351564379,1.863282549131945,1.863282549131945,0.01846030755895145,0.01846030755895145,False,False
250,2.5,100.59214673909464,100.8201789229199,1.4551017980432492,-0.0,0.0,99.36507712487665,102.27528072096314,0,7.38496351564379,7.38496351564379,1.8670128432809443,1.8670128432809443,0.018496921193766336,0.018496921193766336,False,False
251,2.5100000000000002,100.60380160528173,100.59214673909464,1.4531017980432495,-0.0,0.0,99.1390449410514,102.0452485371379,0,7.38496351564379,7.38496351564379,1.8707506054837797,1.8707506054837797,0.018533606759251753,0.018533606759251753,False,False
252,2.52,100.65943035057266,100.60380160528173,1.4511017980432492,-0.0,0.0,99.15269980723848,102.05490340332499,0,7.38496351564379,7.38496351564379,1.8744958506915312,1.8744958506915312,0.018570364393974192,0.018570364393974192,False,False
253,2.5300000000000002,100.82083200696155,100.65943035057266,1.4491017980432495,-0.0,0.0,99.21032855252942,102.10853214861591,1,-91.82536503688563,8.995466970075924,1.8782485938852116,1.8782485938852116,0.018607194236756164,0.018607194236756164,True,False
254,2.54,101.02118108649185,99.83283200696155,1.4471017980432492,-0.2,0.1,98.0857302089183,101.1799338050048,1,-91.82536503688563,9.195816049606222,0.5190992108572756,5.586426094620839,0.005177542191904805,0.054332508810758684,False,False
255,2.5500000000000003,100.64921400518273,100.03718108649186,1.4451017980432495,-0.2,0.1,98.2920792884486,101.3822828845351,1,-91.82536503688563,8.8238489682971,0.5222231686238514,5.575264407838887,0.005208619539915027,0.05422695047645765,False,False
256,2.56,101.00873290966959,99.66921400518272,1.4431017980432492,-0.2,0.1,97.92611220713947,101.01231580322597,2,-189.7514772440251,12.265988575314083,0.5253659264808904,5.564125022122081,0.005239882932916662,0.05412159130039207,True,False
257,2.57,100.83010678535261,99.05673290966959,1.4411017980432494,-0.4,0.2,97.01563111162633,100.29783470771284,2,-189.7514772440251,11.908736326680128,0.14753936516073007,8.0,0.0014743057934658577,0.07688365361336424,False,False
258,2.58,100.62709320420684,98.88610678535261,1.4391017980432494,-0.4,0.2,96.84700498730936,100.12520858339585,2,-189.7514772440251,11.502709164388591,0.14902216043208824,8.0,0.0014891117754712857,0.07688365361336424,False,False
259,2.59,100.85430294091793,98.69109320420685,1.4371017980432494,-0.4,0.2,96.6539914061636,99.92819500225009,2,-189.7514772440251,11.957128637810769,0.1505198580436752,8.0,0.001504066337208343,0.07688365361336424,False,False
260,2.6,100.98222822281751,98.92630294091794,1.4351017980432494,-0.4,0.2,96.89120114287468,100.16140473896118,2,-189.7514772440251,12.212979201609926,0.15203260776649802,8.0,0.001519170967429373,0.07688365361336424,False,False
261,2.61,101.10930245138977,99.06222822281751,1.4331017980432494,-0.4,0.2,97.02912642477425,100.29533002086076,2,-189.7514772440251,12.467127658754436,0.1535605608767917,8.0,0.0015344271697581569,0.07688365361336424,False,False
262,2.62,101.17746073299018,99.19730245138976,1.4311017980432494,-0.4,0.2,97.16620065334651,100.428404249433,2,-189.7514772440251,12.603444221955272,0.15510387017114283,8.0,0.0015498364628376837,0.07688365361336424,False,False
263,2.63,101.06622234122035,99.27346073299019,1.4291017980432494,-0.4,0.2,97.24435893494693,100.50256253103343,1,-89.24891471299166,11.81730762822869,0.15666268998176472,8.0,0.0015654003804790317,0.07688365361336424,False,True
264,2.64,101.4120214093975,100.11822234122036,1.4271017980432494,-0.2,0.1,98.39112054317711,101.4453241392636,1,-89.24891471299166,12.163106696405833,0.5511985133711121,5.475807446473528,0.005496822016072489,0.053285845420319,False,False
265,2.65,101.68214643358803,100.4680214093975,1.4251017980432494,-0.2,0.1,98.74291961135424,101.79312320744074,1,-89.24891471299166,12.433231720596368,0.5545156458975188,5.464866775898072,0.0055298104573273665,0.0531822628771661,False,False
266,2.66,101.46345215949563,100.74214643358803,1.4231017980432494,-0.2,0.1,99.01904463554479,102.06524823163127,1,-89.24891471299166,12.214537446503968,0.5578527410470812,5.453947964797005,0.0055629963200614085,0.053078875992771724,False,False
267,2.67,101.20292173612874,100.52745215949562,1.4211017980432494,-0.2,0.1,98.80635036145237,101.84855395753887,1,-89.24891471299166,11.95400702313708,0.5612099189555535,5.44305096949507,0.0055963807790716524,0.052975684420087266,False,False
268,2.68,101.56243396945767,100.27092173612874,1.4191017980432494,-0.2,0.1,98.55181993808549,101.59002353417199,1,-86.21071111690517,15.351722852552498,0.564587300481727,5.4321757464041935,0.005629965016065719,0.05287268781258925,True,True
269,2.69,101.61219143141788,100.63443396945767,1.4171017980432494,-0.2,0.1,98.91733217141442,101.95153576750093,1,-86.21071111690517,15.40148031451271,0.5679850072116933,5.421322252023545,0.0056637502197007805,0.05276988582428033,False,False
270,2.7,101.39570599194023,100.68819143141788,1.4151017980432494,-0.2,0.1,98.97308963337463,102.00329322946112,1,-86.21071111690517,15.18499487503506,0.5714031614632618,5.410490442939287,0.005697737585623974,0.05266727810968863,False,False
271,2.71,101.1456428841556,100.47570599194023,1.4131017980432494,-0.2,0.1,98.76260419389698,101.78880778998348,0,15.578096673078306,15.578096673078306,0.5748418862903544,5.399680275823862,0.005731928316512036,0.052564864323862204,False,True
272,2.72,100.788301381882,101.1456428841556,1.4111017980432494,-0.0,0.0,99.73454108611236,102.55674468219885,0,15.578096673078306,15.578096673078306,1.9509954775786842,1.9509954775786842,0.019320867300810285,0.019320867300810285,False,False
273,2.73,101.00014612966126,100.788301381882,1.4091017980432494,-0.0,0.0,99.37919958383874,102.19740317992525,1,-83.80110291076043,17.199043218900826,1.954901373127416,1.954901373127416,0.01935917085534844,0.01935917085534844,True,False
274,2.74,100.83113706406743,100.09214612966126,1.4071017980432494,-0.2,0.1,98.385044331618,101.39924792770451,1,-83.80110291076043,17.030034153307,0.5852827258989111,5.367379194316625,0.005835732832029761,0.05225878309734733,False,False
275,2.75,100.90699307094047,99.92713706406744,1.4051017980432494,-0.2,0.1,98.22203526602418,101.23223886211069,1,-83.80110291076043,17.10589016018004,0.5888049784451922,5.3566551635334,0.005870749191558389,0.05215714158756535,False,False
276,2.7600000000000002,100.88054733963423,100.00699307094047,1.4031017980432494,-0.2,0.1,98.30389127289722,101.31009486898371,1,-83.80110291076043,17.0794444288738,0.5923484280342883,5.345952559378125,0.005905975036302524,0.0520556922896539,False,False
277,2.77,100.92399357859634,99.98454733963423,1.4011017980432494,-0.2,0.1,98.28344554159098,101.28564913767748,1,-83.80110291076043,17.122890667835904,0.5959132022307675,5.3352713390400615,0.00594141161197248,0.05195443486179696,False,False
278,2.7800000000000002,100.97457054159032,100.03199357859634,1.3991017980432494,-0.2,0.1,98.33289178055308,101.3310953766396,1,-83.80110291076043,17.17346763082989,0.5994994293668856,5.324611459794469,0.005977060171595161,0.05185336896270443,False,False
279,2.79,101.036861108451,100.08657054159032,1.3971017980432494,-0.2,0.1,98.38946874354707,101.38367233963356,1,-83.80110291076043,17.235758197690572,0.6031072385472069,5.313972879001966,0.00601292197555614,0.05175249425160644,False,False
280,2.8000000000000003,101.09150191302143,100.152861108451,1.3951017980432494,-0.2,0.1,98.45775931040775,101.44796290649425,1,-83.80110291076043,17.290399002260997,0.6067367596532517,5.303355554107914,0.006048998291641738,0.05165181038824951,False,False
281,2.81,101.37905730100472,100.21150191302144,1.3931017980432494,-0.2,0.1,98.51840011497818,101.50460371106469,1,-83.80110291076043,17.577954390244287,0.6103881233481716,5.292759442643149,0.006085290395080989,0.051551317032904165,False,False
282,2.82,101.14664139845786,100.50305730100472,1.3911017980432494,-0.2,0.1,98.81195550296147,101.79415909904796,1,-83.80110291076043,17.345538487697425,0.614061461081454,5.282184502223362,0.006121799568588826,0.05145101384636053,False,False
283,2.83,101.1524633877732,100.27464139845786,1.3891017980432494,-0.2,0.1,98.5855396004146,101.56374319650111,1,-83.80110291076043,17.35136047701276,0.6177569050936541,5.271630690548477,0.006158527102408384,0.05135090048992319,False,False
284,2.84,101.39530135355889,100.2844633877732,1.3871017980432494,-0.2,0.1,98.59736158972994,101.57156518581645,1,-83.80110291076043,17.594198442798458,0.6214745884211554,5.261097965403383,0.006195474294353964,0.051250976625419775,False,False
285,2.85,101.7075889939196,100.53130135355889,1.3851017980432494,-0.2,0.1,98.84619955551564,101.81640315160213,1,-83.80110291076043,17.906486083159166,0.6252146449009591,5.250586284657315,0.006232642449854886,0.05115124191519593,False,False
286,2.86,101.55701061047388,100.8475889939196,1.3831017980432494,-0.2,0.1,99.16448719587635,102.13069079196285,1,-83.80110291076043,17.755907699713447,0.6289772091755027,5.240095606263237,0.006270032881998233,0.05105169602211057,False,False
287,2.87,101.84250766721078,100.70101061047389,1.3811017980432494,-0.2,0.1,99.01990881243063,101.98211240851714,1,-83.80110291076043,18.041404756450348,0.6327624166975061,5.229625888258571,0.006307646911572928,0.05095233860954429,False,False
288,2.88,102.22351971002368,100.99050766721078,1.3791017980432494,-0.2,0.1,99.31140586916753,102.26960946525402,0,18.468506554493587,18.468506554493587,0.636570403734849,5.219177088764579,0.006345485867113809,0.0508531693413945,False,True
289,2.89,102.20485998009298,102.22351971002368,1.3771017980432494,-0.0,0.0,100.84641791198042,103.60062150806694,0,18.468506554493587,18.468506554493587,2.018469888899063,2.018469888899063,0.01998235158113204,0.01998235158113204,False,False
290,2.9,102.84063071596648,102.20485998009298,1.3751017980432494,-0.0,0.0,100.82975818204973,103.57996177813622,0,18.468506554493587,18.468506554493587,2.022510868309298,2.022510868309298,0.020021953092371536,0.020021953092371536,False,False
291,2.91,103.03443029002166,102.84063071596648,1.3731017980432494,-0.0,0.0,101.46752891792323,104.21373251400973,0,18.468506554493587,18.468506554493587,2.0265599377656733,2.0265599377656733,0.020061632280823694,0.020061632280823694,False,False
292,2.92,103.21615056200008,103.03443029002166,1.3711017980432494,-0.0,0.0,101.6633284919784,104.40553208806492,0,18.468506554493587,18.468506554493587,2.0306171134645026,2.0306171134645026,0.020101389295630878,0.020101389295630878,False,False
293,2.93,103.21894760637313,103.21615056200008,1.3691017980432494,-0.0,0.0,101.84704876395683,104.58525236004333,0,18.468506554493587,18.468506554493587,2.0346824116345217,2.0346824116345217,0.020141224286208792,0.020141224286208792,False,False
294,2.94,102.83155421983206,103.21894760637313,1.3671017980432494,-0.0,0.0,101.85184580832988,104.58604940441639,0,18.468506554493587,18.468506554493587,2.038755848536871,2.038755848536871,0.020181137402246363,0.020181137402246363,False,False
295,2.95,102.54309439272018,102.83155421983206,1.3651017980432494,-0.0,0.0,101.4664524217888,104.19665601787531,0,18.468506554493587,18.468506554493587,2.042837440465333,2.042837440465333,0.02022112879370741,0.02022112879370741,False,False
296,2.96,102.40439315980572,102.54309439272018,1.3631017980432494,-0.0,0.0,101.17999259467693,103.90619619076342,0,18.468506554493587,18.468506554493587,2.04692720374631,2.04692720374631,0.020261198610830866,0.020261198610830866,False,False
297,2.97,102.32300441005121,102.40439315980572,1.3611017980432494,-0.0,0.0,101.04329136176247,103.76549495784897,0,18.468506554493587,18.468506554493587,2.0510251547388023,2.0510251547388023,0.020301347004129888,0.020301347004129888,False,False
298,2.98,102.37877726698066,102.32300441005121,1.3591017980432494,-0.0,0.0,100.96390261200796,103.68210620809447,0,18.468506554493587,18.468506554493587,2.055131309834648,2.055131309834648,0.02034157412439419,0.02034157412439419,False,False
299,2.99,102.3913777406476,102.37877726698066,1.3571017980432494,-0.0,0.0,101.02167546893742,103.73587906502391,0,18.468506554493587,18.468506554493587,2.059245685458502,2.059245685458502,0.0203818801226896,0.0203818801226896,False,False
300,3.0,102.38891388206174,102.3913777406476,1.3551017980432494,-0.0,0.0,101.03627594260435,103.74647953869085,0,18.468506554493587,18.468506554493587,2.0633682980678145,2.0633682980678145,0.020422265150357943,0.020422265150357943,False,False
301,3.0100000000000002,102.38331739075569,102.38891388206174,1.3531017980432494,-0.0,0.0,101.03581208401849,103.742015680105,0,18.468506554493587,18.468506554493587,2.067499164153071,2.067499164153071,0.020462729359018716,0.020462729359018716,False,False
302,3.02,102.16109641057218,102.38331739075569,1.3511017980432494,-0.0,0.0,101.03221559271245,103.73441918879894,0,18.468506554493587,18.468506554493587,2.0716383002377694,2.0716383002377694,0.02050327290056886,0.02050327290056886,False,False
303,3.0300000000000002,102.21887974400593,102.16109641057218,1.3491017980432494,-0.0,0.0,100.81199461252893,103.51019820861544,0,18.468506554493587,18.468506554493587,2.075785722878402,2.075785722878402,0.020543895927182754,0.020543895927182754,False,False
304,3.04,101.718539775174,102.21887974400593,1.3471017980432494,-0.0,0.0,100.87177794596268,103.56598154204919,0,18.468506554493587,18.468506554493587,2.079941448664693,2.079941448664693,0.020584598591313674,0.020584598591313674,False,False
305,3.0500000000000003,101.60699399767495,101.718539775174,1.3451017980432494,-0.0,0.0,100.37343797713075,103.06364157321724,0,18.468506554493587,18.468506554493587,2.0841054942195822,2.0841054942195822,0.020625381045694113,0.020625381045694113,False,False
306,3.06,101.54464473151046,101.60699399767495,1.3431017980432494,-0.0,0.0,100.2638921996317,102.9500957957182,0,18.468506554493587,18.468506554493587,2.0882778761991974,2.0882778761991974,0.020666243443334675,0.020666243443334675,False,False
307,3.0700000000000003,101.37218113961535,101.54464473151046,1.3411017980432494,-0.0,0.0,100.2035429334672,102.88574652955371,0,18.468506554493587,18.468506554493587,2.0924586112931016,2.0924586112931016,0.02070718593752685,0.02070718593752685,False,False
308,3.08,101.45011948067935,101.37218113961535,1.3391017980432494,-0.0,0.0,100.0330793415721,102.7112829376586,0,18.468506554493587,18.468506554493587,2.096647716224271,2.096647716224271,0.02074820868184246,0.02074820868184246,False,False
309,3.09,101.7677747021092,101.45011948067935,1.3371017980432494,-0.0,0.0,100.1130176826361,102.7872212787226,0,18.468506554493587,18.468506554493587,2.100845207749071,2.100845207749071,0.020789311830132884,0.020789311830132884,False,False
310,3.1,101.72268841226358,101.7677747021092,1.3351017980432494,-0.0,0.0,100.43267290406594,103.10287650015245,0,18.468506554493587,18.468506554493587,2.1050511026575025,2.1050511026575025,0.020830495536531712,0.020830495536531712,False,False
311,3.11,101.50743937219983,101.72268841226358,1.3331017980432494,-0.0,0.0,100.38958661422033,103.05579021030682,0,18.468506554493587,18.468506554493587,2.109265417773182,2.109265417773182,0.020871759955453983,0.020871759955453983,False,False
312,3.12,101.61855578992986,101.50743937219983,1.3311017980432494,-0.0,0.0,100.17633757415658,102.83854117024308,0,18.468506554493587,18.468506554493587,2.113488169953315,2.113488169953315,0.020913105241596064,0.020913105241596064,False,False
313,3.13,101.85005734153408,101.61855578992986,1.3291017980432493,-0.0,0.0,100.2894539918866,102.94765758797311,0,18.468506554493587,18.468506554493587,2.117719376088945,2.117719376088945,0.02095453154993787,0.02095453154993787,False,False
314,3.14,101.95594002295923,101.85005734153408,1.3271017980432493,-0.0,0.0,100.52295554349084,103.17715913957733,0,18.468506554493587,18.468506554493587,2.1219590531049337,2.1219590531049337,0.020996039035741876,0.020996039035741876,False,False
315,3.15,101.89235871323353,101.95594002295923,1.3251017980432493,-0.0,0.0,100.63083822491598,103.28104182100247,0,18.468506554493587,18.468506554493587,2.1262072179599336,2.1262072179599336,0.021037627854553653,0.021037627854553653,False,False
316,3.16,101.77806886939419,101.89235871323353,1.3231017980432493,-0.0,0.0,100.56925691519028,103.21546051127679,0,18.468506554493587,18.468506554493587,2.1304638876466404,2.1304638876466404,0.021079298162202997,0.021079298162202997,False,False
317,3.17,101.74412491011012,101.77806886939419,1.3211017980432493,-0.0,0.0,100.45696707135095,103.09917066743743,0,18.468506554493587,18.468506554493587,2.134729079191769,2.134729079191769,0.021121050114804585,0.021121050114804585,False,False
318,3.18,101.75926756770149,101.74412491011012,1.3191017980432493,-0.0,0.0,100.42502311206687,103.06322670815337,0,18.468506554493587,18.468506554493587,2.13900280965603,2.13900280965603,0.021162883868756754,0.021162883868756754,False,False
319,3.19,101.99232907481093,101.75926756770149,1.3171017980432493,-0.0,0.0,100.44216576965823,103.07636936574474,0,18.468506554493587,18.468506554493587,2.143285096134382,2.143285096134382,0.02120479958074417,0.02120479958074417,False,False
320,3.2,102.11023845201805,101.99232907481093,1.3151017980432493,-0.0,0.0,100.67722727676768,103.30743087285417,0,18.468506554493587,18.468506554493587,2.147575955756006,2.147575955756006,0.02124679740773694,0.02124679740773694,False,False
321,3.21,102.29829634499477,102.11023845201805,1.3131017980432493,-0.0,0.0,100.7971366539748,103.4233402500613,0,18.468506554493587,18.468506554493587,2.1518754056842866,2.1518754056842866,0.021288877506990933,0.021288877506990933,False,False
322,3.22,102.47557513690836,102.29829634499477,1.3111017980432493,-0.0,0.0,100.98719454695151,103.60939814303802,0,18.468506554493587,18.468506554493587,2.156183463117059,2.156183463117059,0.021331040036049465,0.021331040036049465,False,False
323,3.23,102.53344696829978,102.47557513690836,1.3091017980432493,-0.0,0.0,101.16647333886512,103.7846769349516,0,18.468506554493587,18.468506554493587,2.1605001452865893,2.1605001452865893,0.021373285152742616,0.021373285152742616,False,False
324,3.24,101.94732809312923,102.53344696829978,1.3071017980432493,-0.0,0.0,101.22634517025654,103.84054876634303,0,18.468506554493587,18.468506554493587,2.1648254694595503,2.1648254694595503,0.021415613015187795,0.021415613015187795,False,False
325,3.25,101.60263541164815,101.94732809312923,1.3051017980432493,-0.0,0.0,100.64222629508598,103.25242989117248,0,18.468506554493587,18.468506554493587,2.169159452937276,2.169159452937276,0.021458023781790847,0.021458023781790847,False,False
326,3.2600000000000002,101.37014965562017,101.60263541164815,1.3031017980432493,-0.0,0.0,100.29953361360491,102.9057372096914,0,18.468506554493587,18.468506554493587,2.173502113055737,2.173502113055737,0.021500517611246495,0.021500517611246495,False,False
327,3.27,101.27334362930563,101.37014965562017,1.3011017980432493,-0.0,0.0,100.06904785757692,102.67125145366342,0,18.468506554493587,18.468506554493587,2.1778534671855163,2.1778534671855163,0.021543094662537454,0.021543094662537454,False,False
328,3.2800000000000002,101.35495086468188,101.27334362930563,1.2991017980432493,-0.0,0.0,99.97424183126238,102.57244542734888,0,18.468506554493587,18.468506554493587,2.1822135327320686,2.1822135327320686,0.021585755094936765,0.021585755094936765,False,False
329,3.29,101.15448206854373,101.35495086468188,1.2971017980432493,-0.0,0.0,100.05784906663864,102.65205266272513,0,18.468506554493587,18.468506554493587,2.186582327135693,2.186582327135693,0.021628499068007456,0.021628499068007456,False,False
330,3.3000000000000003,100.88153373810341,101.15448206854373,1.2951017980432493,-0.0,0.0,99.85938027050048,102.44958386658698,-1,120.91809042108056,20.03655668297715,2.1909598678715096,2.1909598678715096,0.021671326741602104,0.021671326741602104,False,True
331,3.31,101.0664052895409,101.56153373810342,1.2931017980432493,0.2,0.1,100.36843194006018,103.15463553614667,-1,120.91809042108056,19.851685131539668,4.789086788366767,0.8239377843413149,0.04676218973913182,0.0082055272029945,False,False
332,3.3200000000000003,101.04516890341638,101.7424052895409,1.2911017980432493,0.2,0.1,100.55130349149765,103.33350708758415,-1,120.91809042108056,19.87292151766418,4.779518186581307,0.8288962716337874,0.046670973845026276,0.008254703986673273,False,False
333,3.33,100.8452264576825,101.71716890341638,1.2891017980432493,0.2,0.1,100.52806710537314,103.30627070145962,-1,120.91809042108056,20.072863963398063,4.769968702875034,0.8338845992815715,0.04657993149803852,0.008304174257590002,False,False
334,3.34,100.76275908324155,101.5132264576825,1.2871017980432493,0.2,0.1,100.32612465963926,103.10032825572576,-1,120.91809042108056,20.155331337839016,4.760438299049932,0.8389029468649657,0.0464890623853329,0.008353939752382633,False,False
335,3.35,100.85543304444809,101.42675908324155,1.2851017980432493,0.2,0.1,100.2416572851983,103.0118608812848,-1,120.91809042108056,20.062657376632473,4.750926936984306,0.8439514950450605,0.04639836619456783,0.0084040022177857,False,False
336,3.36,101.00254966293376,101.51543304444809,1.2831017980432493,0.2,0.1,100.33233124640483,103.09853484249135,-1,120.91809042108056,19.915540758146804,4.741434578632763,0.8490304255701239,0.04630784261389742,0.008454363410686616,False,False
337,3.37,100.72169584331562,101.65854966293377,1.2811017980432493,0.2,0.1,100.47744786489052,103.23965146097702,-1,120.91809042108056,20.19639457776495,4.731961186025991,0.8541399212822031,0.04621749133197006,0.008505025098181962,False,False
338,3.38,100.84255832287671,101.37369584331562,1.2791017980432493,0.2,0.1,100.19459404527237,102.95279764135887,-1,120.91809042108056,20.07553209820385,4.722506721270138,0.8592801661236957,0.04612731203792286,0.00855598905763566,False,False
339,3.39,101.01666944476065,101.49055832287671,1.2771017980432493,0.2,0.1,100.31345652483346,103.06766012091997,-1,120.91809042108056,19.901420976319912,4.713071146547467,0.8644513451439712,0.04603730442138987,0.008607257076735375,False,False
340,3.4,101.27963101906184,101.66066944476066,1.2751017980432493,0.2,0.1,100.48556764671741,103.2357712428039,-1,120.91809042108056,19.638459402018725,4.7036544241158,0.8696536445060327,0.04594746817249695,0.008658830953550578,False,False
341,3.41,101.43299559341868,101.91963101906184,1.2731017980432493,0.2,0.1,100.74652922101859,103.4927328171051,-1,120.91809042108056,19.485094827661882,4.694256516307966,0.8748872514932191,0.04585780298185749,0.008710712496590833,False,False
342,3.42,101.59774621979392,102.06899559341868,1.2711017980432493,0.2,0.1,100.89789379537542,103.64009739146194,-1,120.91809042108056,19.320344201286645,4.684877385532458,0.8801523545159472,0.045768308540580116,0.008762903524863419,False,False
343,3.43,101.51485160662675,102.22974621979392,1.2691017980432493,0.2,0.1,101.06064442175068,103.79884801783717,-1,120.91809042108056,19.403238814453815,4.675516994272871,0.8854491431184944,0.045678984540263756,0.008815405867932391,False,False
344,3.44,101.58289360200041,102.14285160662675,1.2671017980432493,0.2,0.1,100.9757498085835,103.70995340467,-1,120.91809042108056,19.335196819080153,4.6661753050873624,0.8907778079858226,0.045589830672993825,0.008868221365977313,False,False
345,3.45,101.73414323472637,102.2068936020004,1.2651017980432493,0.2,0.1,101.04179180395715,103.77199540004366,-1,120.91809042108056,19.18394718635419,4.656852280609296,0.8961385409504423,0.04550084663134868,0.008921351869852434,False,False
346,3.46,102.02260419296363,102.35414323472638,1.2631017980432493,0.2,0.1,101.19104143668314,103.91724503276963,0,19.727048984397427,19.727048984397427,4.647547883546693,0.9015315349993194,0.04541203210839628,0.00897479924114608,True,False
347,3.47,101.81359545104637,102.02260419296363,1.2611017980432493,-0.0,0.0,100.76150239492037,103.28370599100688,0,19.727048984397427,19.727048984397427,2.2667333532589162,2.2667333532589162,0.022412359687172922,0.022412359687172922,False,False
348,3.48,101.75882534993713,101.81359545104637,1.2591017980432493,-0.0,0.0,100.55449365300312,103.07269724908961,0,19.727048984397427,19.727048984397427,2.271271356455985,2.271271356455985,0.022456721638963506,0.022456721638963506,False,False
349,3.49,101.82680042217567,101.75882534993713,1.2571017980432493,-0.0,0.0,100.50172355189387,103.01592714798038,0,19.727048984397427,19.727048984397427,2.275818444741476,2.275818444741476,0.022501170384289892,0.022501170384289892,False,False
350,3.5,101.95002735577611,101.82680042217567,1.2551017980432493,-0.0,0.0,100.57169862413241,103.08190222021892,0,19.727048984397427,19.727048984397427,2.2803746363037805,2.2803746363037805,0.02254570608891282,0.02254570608891282,False,False
351,3.5100000000000002,101.51398534287821,101.95002735577611,1.2531017980432493,-0.0,0.0,100.69692555773287,103.20312915381936,0,19.727048984397427,19.727048984397427,2.2849399493677027,2.2849399493677027,0.0225903289188929,0.0225903289188929,False,False
352,3.52,101.72309179783615,101.51398534287821,1.2511017980432493,-0.0,0.0,100.26288354483496,102.76508714092147,0,19.727048984397427,19.727048984397427,2.2895144021944365,2.2895144021944365,0.022635039040590943,0.022635039040590943,False,False
353,3.5300000000000002,101.62301958235676,101.72309179783615,1.2491017980432493,-0.0,0.0,100.47398999979289,102.9721935958794,0,19.727048984397427,19.727048984397427,2.294098013081832,2.294098013081832,0.022679836620669858,0.022679836620669858,False,False
354,3.54,101.6227410520681,101.62301958235676,1.2471017980432493,-0.0,0.0,100.37591778431351,102.87012138040001,0,19.727048984397427,19.727048984397427,2.2986908003643713,2.2986908003643713,0.022724721826094307,0.022724721826094307,False,False
355,3.5500000000000003,101.7838767799166,101.6227410520681,1.2451017980432493,-0.0,0.0,100.37763925402484,102.86784285011134,0,19.727048984397427,19.727048984397427,2.303292782413144,2.303292782413144,0.022769694824130382,0.022769694824130382,False,False
356,3.56,101.97865560556008,101.7838767799166,1.2431017980432493,-0.0,0.0,100.54077498187334,103.02697857795985,0,19.727048984397427,19.727048984397427,2.3079039776361174,2.3079039776361174,0.022814755782347707,0.022814755782347707,False,False
357,3.5700000000000003,101.82619091395455,101.97865560556008,1.2411017980432493,-0.0,0.0,100.73755380751683,103.21975740360332,0,19.727048984397427,19.727048984397427,2.3125244044781117,2.3125244044781117,0.02285990486861933,0.02285990486861933,False,False
358,3.58,101.93470980661294,101.82619091395455,1.2391017980432493,-0.0,0.0,100.5870891159113,103.0652927119978,0,19.727048984397427,19.727048984397427,2.3171540814207745,2.3171540814207745,0.022905142251120725,0.022905142251120725,False,False
359,3.59,101.68635870083726,101.93470980661294,1.2371017980432493,-0.0,0.0,100.69760800856969,103.1718116046562,0,19.727048984397427,19.727048984397427,2.321793026982852,2.321793026982852,0.022950468098332677,0.022950468098332677,False,False
360,3.6,102.17538472984904,101.68635870083726,1.2351017980432495,-0.0,0.0,100.45125690279401,102.9214604988805,0,19.727048984397427,19.727048984397427,2.3264412597201662,2.3264412597201662,0.022995882579040727,0.022995882579040727,False,False
361,3.61,102.2053532126465,102.17538472984904,1.2331017980432493,-0.0,0.0,100.94228293180579,103.4084865278923,0,19.727048984397427,19.727048984397427,2.3310987982255886,2.3310987982255886,0.023041385862334507,0.023041385862334507,False,False
362,3.62,102.29429857628554,102.2053532126465,1.2311017980432495,-0.0,0.0,100.97425141460324,103.43645501068976,0,19.727048984397427,19.727048984397427,2.3357656611293116,2.3357656611293116,0.02308697811761018,0.02308697811761018,False,False
363,3.63,102.2030043474406,102.29429857628554,1.2291017980432493,-0.0,0.0,101.0651967782423,103.52340037432879,0,19.727048984397427,19.727048984397427,2.340441867098827,2.340441867098827,0.023132659514569887,0.023132659514569887,False,False
